"year","date","doy","temp","temp3","country"
2020,2020-02-12,43,3.5925552845,4.57837018966667,"Canada"
2020,2020-02-13,44,3.615863137,4.57724209133333,"Canada"
2020,2020-02-14,45,3.6371558615,4.65810390766667,"Canada"
2020,2020-02-15,46,3.652896686,4.67526445733333,"Canada"
2020,2020-02-16,47,3.6625206845,4.658347123,"Canada"
2020,2020-02-17,48,3.6621963435,4.61813089566667,"Canada"
2020,2020-02-18,49,3.6504741045,4.533649403,"Canada"
2020,2020-02-19,50,3.6589510065,4.60596733766667,"Canada"
2020,2020-02-20,51,3.6833983035,4.655598869,"Canada"
2020,2020-02-21,52,3.7019521015,4.65796806766667,"Canada"
2020,2020-02-22,53,3.7105032635,4.640335509,"Canada"
2020,2020-02-23,54,3.720291165,4.62352744333333,"Canada"
2020,2020-02-24,55,3.738339705,4.54555980333333,"Canada"
2020,2020-02-25,56,3.891791514,4.53119434266667,"Canada"
2020,2020-02-26,57,4.1868822275,4.72458815166667,"Canada"
2020,2020-02-27,58,4.4755110835,4.997007389,"Canada"
2020,2020-02-28,59,5.041243,5.54082866666667,"Canada"
2020,2020-02-29,36,5.116119083,5.63407938866667,"Canada"
2020,2020-03-01,61,5.1111749585,5.64744997233333,"Canada"
2020,2020-03-02,62,5.325928625,5.72061908333333,"Canada"
2020,2020-03-03,63,5.3647436455,5.74316243033333,"Canada"
2020,2020-03-04,64,5.361137219,5.68742481266667,"Canada"
2020,2020-03-05,65,5.6813461095,5.877564073,"Canada"
2020,2020-03-06,66,5.7136810415,5.83245402766667,"Canada"
2020,2020-03-07,67,5.9575345205,5.77502301366667,"Canada"
2020,2020-03-08,68,6.2755107655,5.73367384366667,"Canada"
2020,2020-03-09,69,6.8040381305,5.99602542033333,"Canada"
2020,2020-03-10,70,6.4968516775,5.75790111833333,"Canada"
2020,2020-03-11,71,6.679101948,5.872734632,"Canada"
2020,2020-03-12,72,5.8601176825,5.63674512166667,"Canada"
2020,2020-03-13,73,4.6577789895,5.14851932633333,"Canada"
2020,2020-03-14,74,4.755197656,5.73679843733333,"Canada"
2020,2020-03-15,75,4.898850177,6.005900118,"Canada"
2020,2020-03-16,76,5.0402744685,6.09351631233333,"Canada"
2020,2020-03-17,77,5.0944382965,6.17295886433333,"Canada"
2020,2020-03-18,78,5.141000068,6.120666712,"Canada"
2020,2020-03-19,79,5.1908193805,6.16721292033333,"Canada"
2020,2020-03-20,80,5.0505487045,6.08703246966667,"Canada"
2020,2020-03-21,81,4.5263645415,5.62090969433333,"Canada"
2020,2020-03-22,82,4.8354854115,5.96032360766667,"Canada"
2020,2020-03-23,83,5.115282339,6.14352155933333,"Canada"
2020,2020-03-24,84,5.1663838025,6.31758920166667,"Canada"
2020,2020-03-25,85,5.389132979,6.519421986,"Canada"
2020,2020-03-26,86,5.432522552,6.40501503466667,"Canada"
2020,2020-03-27,87,5.3365930935,6.257728729,"Canada"
2020,2020-03-28,88,5.829678547,6.529785698,"Canada"
2020,2020-03-29,89,5.8102091775,6.96013945166667,"Canada"
2020,2020-03-30,90,5.9783789325,6.535585955,"Canada"
2020,2020-03-31,91,6.129093167,5.56606211133333,"Canada"
2020,2020-04-01,92,6.1360425415,5.644028361,"Canada"
2020,2020-04-02,93,6.2148723335,5.77658155566667,"Canada"
2020,2020-04-03,94,6.8472648955,6.21484326366667,"Canada"
2020,2020-04-04,95,8.7487543905,7.48916959366667,"Canada"
2020,2020-04-05,96,9.425073797,7.98338253133333,"Canada"
2020,2020-04-06,97,9.365696951,8.030464634,"Canada"
2020,2020-04-07,98,9.063057162,7.962038108,"Canada"
2020,2020-04-08,99,8.636964745,7.79130983,"Canada"
2020,2020-04-09,100,8.0310172185,7.45734481233333,"Canada"
2020,2020-04-10,101,6.817482219,6.73165481266667,"Canada"
2020,2020-04-11,102,6.6905776565,6.68371843766667,"Canada"
2020,2020-04-12,103,7.1685185205,6.97234568033333,"Canada"
2020,2020-04-13,104,8.0906752135,7.60378347566667,"Canada"
2020,2020-04-14,105,7.363846,7.22923066666667,"Canada"
2020,2020-04-15,106,7.7121303175,7.43142021166667,"Canada"
2020,2020-04-16,107,7.758617828,7.37241188533333,"Canada"
2020,2020-04-17,108,7.6712036565,7.29746910433333,"Canada"
2020,2020-04-18,109,7.2756246355,7.053749757,"Canada"
2020,2020-04-19,110,7.724796396,7.40319759733333,"Canada"
2020,2020-04-20,111,7.792013776,7.47134251733333,"Canada"
2020,2020-04-21,112,7.8067953695,7.431196913,"Canada"
2020,2020-04-22,113,7.738561422,7.49237428133333,"Canada"
2020,2020-04-23,114,7.4491021455,7.27273476366667,"Canada"
2020,2020-04-24,115,7.087627305,7.06841820333333,"Canada"
2020,2020-04-25,116,8.991029263,9.16068617533333,"Canada"
2020,2020-04-26,117,8.300925836,8.540617224,"Canada"
2020,2020-04-27,118,10.951091625,11.0840610833333,"Canada"
2020,2020-04-28,119,11.193380515,11.0622536766667,"Canada"
2020,2020-04-29,120,11.571515625,11.7176770833333,"Canada"
2020,2020-04-30,121,11.14179084,11.1511938933333,"Canada"
2020,2020-05-01,122,10.58308502,10.60205668,"Canada"
2020,2020-05-02,123,13.45283688,13.74855792,"Canada"
2020,2020-05-03,124,14.819236195,15.0494907966667,"Canada"
2020,2020-05-04,125,8.0899178175,8.053278545,"Canada"
2020,2020-05-05,126,8.193247284,8.14883152266667,"Canada"
2020,2020-05-06,127,11.036291365,11.0375275766667,"Canada"
2020,2020-05-07,128,8.5770663695,8.67137757966667,"Canada"
2020,2020-05-08,129,3.655621448,3.613747632,"Canada"
2020,2020-05-09,130,2.3732141905,2.49880946033333,"Canada"
2020,2020-05-10,131,7.59019755,8.0001317,"Canada"
2020,2020-05-11,132,7.543197749,7.84879849933333,"Canada"
2020,2020-05-12,133,6.0640444255,6.52936295033333,"Canada"
2020,2020-05-13,134,8.803752096,8.88250139733333,"Canada"
2020,2020-05-14,135,12.967916765,13.5552778433333,"Canada"
2020,2020-05-15,136,12.53416621,12.6527774733333,"Canada"
2020,2020-05-16,137,14.131768585,13.7711790566667,"Canada"
2020,2020-05-17,138,15.79299498,15.2419966533333,"Canada"
2020,2020-05-18,139,17.950058815,17.1867058766667,"Canada"
2020,2020-05-19,140,15.61642405,15.2342827,"Canada"
2020,2020-05-20,141,18.558706405,18.36580427,"Canada"
2020,2020-05-21,142,16.737641745,16.9150944966667,"Canada"
2020,2020-05-22,143,20.4239411,20.1659607333333,"Canada"
2020,2020-05-23,144,21.400385245,20.9269234966667,"Canada"
2020,2020-05-24,145,22.767368275,22.87157885,"Canada"
2020,2020-05-25,146,19.96970797,19.85647198,"Canada"
2020,2020-05-26,147,25.449172655,25.27278177,"Canada"
2020,2020-05-27,148,28.42860448,28.2390696533333,"Canada"
2020,2020-05-28,149,24.16057052,24.3103803466667,"Canada"
2020,2020-05-29,150,22.91415807,22.6827720466667,"Canada"
2020,2020-05-30,151,15.683298565,16.03886571,"Canada"
2020,2020-05-31,152,11.203479655,11.4789864366667,"Canada"
2020,2020-06-01,153,13.28466839,13.56311226,"Canada"
2020,2020-06-02,154,14.820011605,14.9766744033333,"Canada"
2020,2020-06-03,155,17.427070765,17.3380471766667,"Canada"
2020,2020-06-04,156,15.780998075,16.1606653833333,"Canada"
2020,2020-06-05,157,16.44229906,16.3715327066667,"Canada"
2020,2020-06-06,158,16.77213318,16.9780887866667,"Canada"
2020,2020-06-07,159,16.5212775,16.824185,"Canada"
2020,2020-06-08,160,16.89013792,17.17342528,"Canada"
2020,2020-06-09,161,16.53808469,16.9753897933333,"Canada"
2020,2020-06-10,162,16.63145573,17.0176371533333,"Canada"
2020,2020-06-11,163,17.268862965,17.5992419766667,"Canada"
2020,2020-06-12,164,17.035227445,17.37015163,"Canada"
2020,2020-06-13,165,16.941030265,17.1440201766667,"Canada"
2020,2020-06-14,166,16.86632922,17.0308861466667,"Canada"
2020,2020-06-15,167,16.52581901,16.7572126733333,"Canada"
2020,2020-06-16,168,16.67429052,16.87619368,"Canada"
2020,2020-06-17,169,17.22247802,17.3316520133333,"Canada"
2020,2020-06-18,170,17.0420574,17.2813716,"Canada"
2020,2020-06-19,171,17.39620958,17.66413972,"Canada"
2020,2020-06-20,172,17.5892662,17.9728441333333,"Canada"
2020,2020-06-21,173,17.74321969,18.1954797933333,"Canada"
2020,2020-06-22,174,17.954689585,18.41312639,"Canada"
2020,2020-06-23,175,18.26734995,18.6782333,"Canada"
2020,2020-06-24,176,18.549747915,18.9498319433333,"Canada"
2020,2020-06-25,177,18.430909375,18.81060625,"Canada"
2020,2020-06-26,178,18.43198125,18.7479875,"Canada"
2020,2020-06-27,179,18.514366615,18.7795777433333,"Canada"
2020,2020-06-28,180,18.61193052,18.9446203466667,"Canada"
2020,2020-06-29,181,19.06790646,19.4286043066667,"Canada"
2020,2020-06-30,182,19.18241526,19.54827684,"Canada"
2020,2020-07-01,183,19.905030105,20.2033534033333,"Canada"
2020,2020-07-02,184,20.229535105,20.5730234033333,"Canada"
2020,2020-07-03,185,20.491728125,20.8411520833333,"Canada"
2020,2020-07-04,186,20.572250625,20.9281670833333,"Canada"
2020,2020-07-05,187,20.375831665,20.7305544433333,"Canada"
2020,2020-07-06,188,20.095684165,20.4771227766667,"Canada"
2020,2020-07-07,189,19.940619845,20.2870798966667,"Canada"
2020,2020-07-08,190,19.945041825,20.26669455,"Canada"
2020,2020-07-09,191,20.10091651,20.41394434,"Canada"
2020,2020-07-10,192,20.379276305,20.7195175366667,"Canada"
2020,2020-07-11,193,20.59551172,20.97367448,"Canada"
2020,2020-07-12,194,20.699465205,21.08964347,"Canada"
2020,2020-07-13,195,20.944230575,21.3061537166667,"Canada"
2020,2020-07-14,196,21.083601875,21.43240125,"Canada"
2020,2020-07-15,197,21.189142605,21.5194284033333,"Canada"
2020,2020-07-16,198,21.22525521,21.54017014,"Canada"
2020,2020-07-17,199,21.30461125,21.5864075,"Canada"
2020,2020-07-18,200,21.57086672,21.8639111466667,"Canada"
2020,2020-07-19,201,21.66326932,21.97551288,"Canada"
2020,2020-07-20,202,21.84283203,22.1785546866667,"Canada"
2020,2020-07-21,203,21.875898025,22.17726535,"Canada"
2020,2020-07-22,204,21.86550302,22.12366868,"Canada"
2020,2020-07-23,205,21.79523495,22.0101566333333,"Canada"
2020,2020-07-24,206,21.73847745,21.9289849666667,"Canada"
2020,2020-07-25,207,21.76295068,21.94196712,"Canada"
2020,2020-07-26,208,21.850036875,22.0500245833333,"Canada"
2020,2020-07-27,209,21.87580047,22.09386698,"Canada"
2020,2020-07-28,210,22.142614115,22.3950760766667,"Canada"
2020,2020-07-29,211,22.202713645,22.4618090966667,"Canada"
2020,2020-07-30,212,22.115056875,22.34337125,"Canada"
2020,2020-07-31,213,22.07903099,22.2826873266667,"Canada"
2020,2020-08-01,214,22.083466875,22.2889779166667,"Canada"
2020,2020-08-02,215,22.14356073,22.3357071533333,"Canada"
2020,2020-08-03,216,22.057075365,22.2513835766667,"Canada"
2020,2020-08-04,217,22.03237865,22.2315857666667,"Canada"
2020,2020-08-05,218,21.931176095,22.1007840633333,"Canada"
2020,2020-08-06,219,21.915511825,22.0570078833333,"Canada"
2020,2020-08-07,220,21.86041604,22.0169440266667,"Canada"
2020,2020-08-08,221,21.84434896,21.9828993066667,"Canada"
2020,2020-08-09,222,21.76618292,21.8907886133333,"Canada"
2020,2020-08-10,223,21.72754182,21.8616945466667,"Canada"
2020,2020-08-11,224,21.77887625,21.9192508333333,"Canada"
2020,2020-08-12,225,21.866436875,22.00429125,"Canada"
2020,2020-08-13,226,21.909094065,22.0493960433333,"Canada"
2020,2020-08-14,227,21.900454795,22.0369698633333,"Canada"
2020,2020-08-15,228,21.922856925,22.0485712833333,"Canada"
2020,2020-08-16,229,21.92392771,22.0426184733333,"Canada"
2020,2020-08-17,230,21.938952655,22.0526351033333,"Canada"
2020,2020-08-18,231,21.858875365,21.9492502433333,"Canada"
2020,2020-08-19,232,21.76058276,21.85372184,"Canada"
2020,2020-08-20,233,21.60712151,21.67141434,"Canada"
2020,2020-08-21,234,21.49445078,21.55630052,"Canada"
2020,2020-08-22,235,21.393678805,21.46578587,"Canada"
2020,2020-08-23,236,21.40687672,21.4812511466667,"Canada"
2020,2020-08-24,237,21.42376328,21.4858421866667,"Canada"
2020,2020-08-25,238,21.3890999,21.4493999333333,"Canada"
2020,2020-08-26,239,21.32213948,21.39142632,"Canada"
2020,2020-08-27,240,21.18767109,21.23511406,"Canada"
2020,2020-08-28,241,21.13857646,21.2690509733333,"Canada"
2020,2020-08-29,242,21.130094635,21.2233964233333,"Canada"
2020,2020-08-30,243,20.72065719,20.7971047933333,"Canada"
2020,2020-08-31,244,20.733789115,20.8225260766667,"Canada"
2020,2020-09-01,245,20.587665935,20.6751106233333,"Canada"
2020,2020-09-02,246,20.53554552,20.62036368,"Canada"
2020,2020-09-03,247,20.597324115,20.7048827433333,"Canada"
2020,2020-09-04,248,20.732725935,20.83181729,"Canada"
2020,2020-09-05,249,20.538377965,20.6389186433333,"Canada"
2020,2020-09-06,250,20.39834005,20.4822267,"Canada"
2020,2020-09-07,251,20.157370415,20.2282469433333,"Canada"
2020,2020-09-08,252,19.9935787,20.0557191333333,"Canada"
2020,2020-09-09,253,19.769700415,19.81313361,"Canada"
2020,2020-09-10,254,19.561667655,19.5944451033333,"Canada"
2020,2020-09-11,255,19.3650038,19.3900025333333,"Canada"
2020,2020-09-12,256,19.229143385,19.25609559,"Canada"
2020,2020-09-13,257,19.116640675,19.1444271166667,"Canada"
2020,2020-09-14,258,18.98181016,19.00787344,"Canada"
2020,2020-09-15,259,18.764157135,18.76943809,"Canada"
2020,2020-09-16,260,18.614992135,18.6199947566667,"Canada"
2020,2020-09-17,261,18.552118225,18.57141215,"Canada"
2020,2020-09-18,262,18.434268075,18.4461787166667,"Canada"
2020,2020-09-19,263,18.18927734,18.17285156,"Canada"
2020,2020-09-20,264,17.96627849,17.93418566,"Canada"
2020,2020-09-21,265,17.7511124,17.7140749333333,"Canada"
2020,2020-09-22,266,17.542268075,17.50151205,"Canada"
2020,2020-09-23,267,17.44325698,17.41217132,"Canada"
2020,2020-09-24,268,17.41363802,17.4024253466667,"Canada"
2020,2020-09-25,269,17.383531455,17.3723543033333,"Canada"
2020,2020-09-26,270,17.352141665,17.34476111,"Canada"
2020,2020-09-27,271,17.41519469,17.4301297933333,"Canada"
2020,2020-09-28,272,17.517185365,17.5447902433333,"Canada"
2020,2020-09-29,273,17.63271474,17.6818098266667,"Canada"
2020,2020-09-30,274,17.63430073,17.6728671533333,"Canada"
2020,2020-10-01,275,17.52270172,17.54513448,"Canada"
2020,2020-10-02,276,17.4051699,17.4101132666667,"Canada"
2020,2020-10-03,277,17.212629895,17.2017532633333,"Canada"
2020,2020-10-04,278,17.01162422,16.9910828133333,"Canada"
2020,2020-10-05,279,16.87033302,16.84688868,"Canada"
2020,2020-10-06,280,16.69801823,16.6620121533333,"Canada"
2020,2020-10-07,281,16.55798016,16.5219867733333,"Canada"
2020,2020-10-08,282,16.363856715,16.3125711433333,"Canada"
2020,2020-10-09,283,16.100748285,16.0271655233333,"Canada"
2020,2020-10-10,284,15.943898125,15.87259875,"Canada"
2020,2020-10-11,285,15.8360063,15.7706708666667,"Canada"
2020,2020-10-12,286,15.69366375,15.6224425,"Canada"
2020,2020-10-13,287,15.556057865,15.4840385766667,"Canada"
2020,2020-10-14,288,15.52837552,15.4822503466667,"Canada"
2020,2020-10-15,289,13.485091255,13.5500608366667,"Canada"
2020,2020-10-16,290,8.270324243,8.54354949533333,"Canada"
2020,2020-10-17,291,3.4452786675,3.72018577833333,"Canada"
2020,2020-10-18,292,6.5887110565,6.895807371,"Canada"
2020,2020-10-19,293,7.7676503595,7.84510023966667,"Canada"
2020,2020-10-20,294,6.3003416405,6.43356109366667,"Canada"
2020,2020-10-21,295,7.2345593125,7.29303954166667,"Canada"
2020,2020-10-22,296,8.110202749,8.30346849933333,"Canada"
2020,2020-10-23,297,13.244883695,13.0332557966667,"Canada"
2020,2020-10-24,298,14.678262395,14.73217493,"Canada"
2020,2020-10-25,299,13.757830365,14.14188691,"Canada"
2020,2020-10-26,300,13.161196875,13.39413125,"Canada"
2020,2020-10-27,301,12.38726318,12.85484212,"Canada"
2020,2020-10-28,302,12.74229099,12.9815273266667,"Canada"
2020,2020-10-29,303,12.75261156,12.94174104,"Canada"
2020,2020-10-30,304,11.861069055,12.2740460366667,"Canada"
2020,2020-10-31,305,11.600641005,11.9870940033333,"Canada"
2020,2020-11-01,306,11.948686615,12.2157910766667,"Canada"
2020,2020-11-02,307,11.62950568,12.2396704533333,"Canada"
2020,2020-11-03,308,11.447941615,12.21529441,"Canada"
2020,2020-11-04,309,11.65716935,12.4014462333333,"Canada"
2020,2020-11-05,310,12.129795105,12.60653007,"Canada"
2020,2020-11-06,311,12.68613802,12.7740920133333,"Canada"
2020,2020-11-07,312,13.15622354,13.1808156933333,"Canada"
2020,2020-11-08,313,13.49887474,13.44258316,"Canada"
2020,2020-11-09,314,13.80573599,13.82049066,"Canada"
2020,2020-11-10,315,13.97990734,13.8899382266667,"Canada"
2020,2020-11-11,316,15.174207605,15.05280507,"Canada"
2020,2020-11-12,317,14.98303453,14.89202302,"Canada"
2020,2020-11-13,318,14.43256344,14.5550422933333,"Canada"
2020,2020-11-14,319,13.653976755,13.8959845033333,"Canada"
2020,2020-11-15,320,12.560123035,12.7700820233333,"Canada"
2020,2020-11-16,321,12.53567991,12.37711994,"Canada"
2020,2020-11-17,322,12.22811207,12.3420747133333,"Canada"
2020,2020-11-18,323,11.2451241495,11.756749433,"Canada"
2020,2020-11-19,324,10.444549911,11.1663666073333,"Canada"
2020,2020-11-20,325,11.142836307,11.478557538,"Canada"
2020,2020-11-21,326,11.349305145,11.6795367633333,"Canada"
2020,2020-11-22,327,11.55055369,11.8770357933333,"Canada"
2020,2020-11-23,328,11.318512845,11.70567523,"Canada"
2020,2020-11-24,329,10.8509443725,11.2772962483333,"Canada"
2020,2020-11-25,330,10.0344878705,10.7296585803333,"Canada"
2020,2020-11-26,331,9.780682885,10.3404552566667,"Canada"
2020,2020-11-27,332,10.7463395005,10.7208930003333,"Canada"
2020,2020-11-28,333,10.414796097,10.5598640646667,"Canada"
2020,2020-11-29,334,10.740682554,10.730455036,"Canada"
2020,2020-11-30,335,10.6439360015,10.5759573343333,"Canada"
2020,2020-12-01,336,10.870721745,10.8904811633333,"Canada"
2020,2020-12-02,337,10.941137495,11.0840916633333,"Canada"
2020,2020-12-03,338,10.49289134,10.4685942266667,"Canada"
2020,2020-12-04,339,10.278325159,10.3288834393333,"Canada"
2020,2020-12-05,340,10.205567372,10.3737115813333,"Canada"
2020,2020-12-06,341,9.9963402085,10.3708934723333,"Canada"
2020,2020-12-07,342,10.286414535,10.4409430233333,"Canada"
2020,2020-12-08,343,10.424072727,10.6560484846667,"Canada"
2020,2020-12-09,344,9.83593261,9.92728840666667,"Canada"
2020,2020-12-10,345,9.1065309165,9.33435394433333,"Canada"
2020,2020-12-11,346,9.140632429,9.217088286,"Canada"
2020,2020-12-12,347,9.4637884,9.46919226666667,"Canada"
2020,2020-12-13,348,9.3179350645,9.24862337633333,"Canada"
2020,2020-12-14,349,9.4440217615,9.64268117433333,"Canada"
2020,2020-12-15,350,9.1922781145,9.54818540966667,"Canada"
2020,2020-12-16,351,8.6020924,9.2280616,"Canada"
2020,2020-12-17,352,9.4825271055,9.63501807033333,"Canada"
2020,2020-12-18,353,9.0024867885,8.931657859,"Canada"
2020,2020-12-19,354,9.343113274,9.512075516,"Canada"
2020,2020-12-20,355,8.1755300945,8.80368672966667,"Canada"
2020,2020-12-21,356,6.6462629815,7.79084198766667,"Canada"
2020,2020-12-22,357,6.297976219,7.73531747933333,"Canada"
2020,2020-12-23,358,7.3391984725,8.786132315,"Canada"
2020,2020-12-24,359,6.9692984745,8.18953231633333,"Canada"
2020,2020-12-25,360,7.543088468,8.40205897866667,"Canada"
2020,2020-12-26,361,8.548083729,9.31538915266667,"Canada"
2020,2020-12-27,362,9.3740194105,9.82934627366667,"Canada"
2020,2020-12-28,363,9.9389649025,9.76264326833333,"Canada"
2020,2020-12-29,364,9.376422097,9.344281398,"Canada"
2020,2020-12-30,365,9.165569655,9.36037977,"Canada"
2020,2020-12-31,366,9.2902192345,9.35347948966667,"Canada"
